,event,time,Factory,Provider,T0,V1,V2,V3
83,True,2138.7,0.0,1.0,-11.538,-18.436,-2399.323766257928,0.865
84,True,700.6,2.0,1.0,-8.55,-13.07,-463.16450608312374,1.071
85,True,332.70000000000005,2.0,0.0,-7.379,-8.032,139.86995124068343,1.155
86,True,634.6,1.0,1.0,-10.382,0.736,-364.54822327359585,1.178
87,True,91.8,0.0,1.0,-12.475,-7.548,-13.994617612532842,1.025
88,True,1428.7,0.0,1.0,-10.34,-2.142,-3749.099481406499,1.144
89,False,168.2,2.0,1.0,-8.49,-4.918,-213.41393701004594,1.17
90,True,359.79999999999995,2.0,0.0,-11.27,-10.91,363.44514082066735,0.835
91,True,314.7,1.0,0.0,-9.443,7.21,279.00203660138624,1.012
92,True,306.5,0.0,1.0,-16.23,-13.932,-6.379980877276914,0.822
93,True,292.6,1.0,0.0,-10.098,2.79,-113.57707170837733,0.775
94,True,400.5,2.0,0.0,-10.12,-7.23,925.0367260837039,0.931
95,True,473.3,1.0,0.0,-10.264,3.826,-46.05446483356667,1.038
96,True,793.5,1.0,1.0,-11.376,2.604,208.63894603923737,1.155
97,True,146.0,0.0,0.0,-13.724,-13.566,-24.674671115548488,0.442
98,False,161.8,2.0,1.0,-9.665,-7.156,-53.97845006527075,0.995
99,True,865.8,2.0,1.0,-7.235,-11.46,1497.9091613379433,0.716
100,True,394.5,1.0,0.0,-9.079,3.356,-25.611159273273284,0.941
101,True,620.4,0.0,0.0,-6.555,-6.148,876.4332527064487,1.064
102,True,545.3,1.0,1.0,-8.955,8.504,-230.0158786491708,1.147
103,False,223.0,1.0,0.0,-10.258,-1.752,244.68524818307424,0.656
104,True,864.0,2.0,0.0,-11.57,-1.064,-1631.4836670177058,1.122
105,True,637.1,1.0,1.0,-9.026,1.974,926.7735793608501,1.032
106,True,254.8,1.0,0.0,-9.144,11.794,97.26908094155783,0.986
107,True,1338.1999999999998,2.0,1.0,-8.832,-10.09,-350.0328685828163,1.008
108,True,883.0,2.0,0.0,-9.992,-8.182,-1367.11103736193,0.826
109,False,718.8,0.0,0.0,-11.708,-4.536,1181.2964184570758,1.073
110,True,1172.6,2.0,1.0,-8.598,-6.918,1335.5159188236273,1.105
111,False,526.5999999999999,2.0,1.0,-3.931,-12.78,-1016.2274542515423,1.045
112,True,1232.8,2.0,1.0,-6.082,-2.962,1266.3434670649308,1.16
113,True,355.3,0.0,0.0,-12.156,-5.704,19.226835840846473,1.033
114,False,921.2,2.0,1.0,-6.216,-7.84,809.9829270157055,0.98
115,True,1161.6,0.0,1.0,-15.816,-5.4,-984.0927130296825,1.035
116,False,641.8000000000001,1.0,0.0,-10.036,5.926,312.7991171993726,1.173
117,True,398.1,0.0,0.0,-13.12,-4.974,-56.62891287046717,0.741
118,False,477.0,1.0,0.0,-12.574,9.568,712.2811796016518,0.618
119,True,175.9,1.0,0.0,-9.193,0.716,-154.28617401327205,0.767
120,True,1383.9,2.0,1.0,-6.674,3.878,1119.4462889553138,1.112
121,True,620.7,1.0,0.0,-11.479,-0.774,-513.1430522598683,1.101
122,False,48.3,0.0,0.0,-12.074,0.264,-65.59782181350465,0.803
123,True,523.1,2.0,0.0,-5.62,-3.844,246.09413168766238,1.061
124,True,1258.9,0.0,0.0,-10.405,-14.038,137.17795428319104,0.468
125,True,833.4000000000001,0.0,1.0,-14.434,-13.434,694.2111417500457,1.152
126,True,1587.6,2.0,1.0,-9.136,0.924,1306.683785388336,0.998
127,True,1258.9,0.0,1.0,-15.714,-6.284,606.1652945484667,1.136
128,True,472.0,1.0,0.0,-13.332,0.794,502.2330460796745,0.762
129,True,65.5,0.0,1.0,-12.697,-0.846,74.61781349581258,0.955
130,True,1100.5,1.0,1.0,-9.672,-4.534,260.2132228358018,1.124
131,True,800.4000000000001,1.0,1.0,-9.668,0.104,628.9629595656056,1.145
132,True,158.0,0.0,0.0,-14.249,-12.684,-49.56714802642395,1.033
133,True,370.5,1.0,0.0,-12.398,0.308,30.427530196666005,0.767
134,True,981.0,0.0,0.0,-13.986,-9.392,766.8390602999392,0.49
135,True,98.8,1.0,1.0,-11.008,3.99,45.28671544819867,1.108
136,True,905.4,0.0,1.0,-12.206,-5.956,736.037597160611,1.166
137,True,115.8,1.0,1.0,-10.306,2.928,-173.99992551695468,1.158
138,True,547.3,1.0,1.0,-9.648,4.14,816.4680116393617,1.046
139,True,626.1,0.0,1.0,-13.979,-2.074,-732.9553751138876,1.106
140,False,136.4,1.0,1.0,-9.154,7.7,-52.36294460708412,1.087
141,True,394.8,2.0,1.0,-6.615,-1.746,159.87086931971172,1.181
142,True,829.5999999999999,0.0,1.0,-13.38,-3.06,-1246.635448390194,1.089
143,False,144.4,1.0,1.0,-10.024,6.45,-7.64194922915436,0.542
144,False,183.9,2.0,0.0,-8.945,-8.194,136.77902219725624,0.864
145,True,71.8,0.0,0.0,-15.66,-5.636,-77.62568963114067,1.098
146,True,580.1,2.0,1.0,-5.611,-1.772,370.59522268734827,1.055
147,False,147.89999999999998,2.0,0.0,-10.819,-6.428,-55.041566286978934,1.025
148,True,953.5,0.0,1.0,-15.294,-0.268,13.006575091334327,1.097
149,False,97.9,1.0,1.0,-12.688,4.194,182.58062551896091,1.165
150,True,334.90000000000003,1.0,1.0,-10.292,0.186,-120.99698455756388,1.023
151,False,139.9,0.0,1.0,-11.086,-10.996,-84.19733249790313,1.138
152,True,334.20000000000005,1.0,0.0,-6.421,2.464,-116.38578874682813,1.017
153,True,1351.8000000000002,1.0,1.0,-11.892,-1.144,-910.4187209217729,1.156
154,True,492.2,1.0,1.0,-8.041,12.35,297.9144660129609,1.182
155,False,285.5,2.0,1.0,-6.044,-7.688,-212.0021374232431,1.09
156,False,856.7,1.0,1.0,-7.177,2.32,580.0594338205588,1.132
157,True,172.8,2.0,0.0,-4.78,-6.098,-91.84910185480281,1.004
158,True,318.1,1.0,0.0,-10.786,1.466,-572.8373639350702,0.692
159,True,606.7,1.0,1.0,-11.787,2.844,542.6076073321782,0.976
160,True,806.4,1.0,1.0,-11.84,5.744,-750.790792738029,1.102
161,True,653.3,2.0,1.0,-8.317,-7.47,809.0724545688644,0.944
162,True,146.0,0.0,0.0,-13.725,-6.646,10.438519955790406,0.647
163,False,190.3,0.0,0.0,-11.339,-15.434,38.68851040121655,0.941
164,False,94.0,1.0,0.0,-14.338,3.578,175.30507793732355,0.832
165,False,1036.3,0.0,1.0,-13.342,-4.79,935.3338066077326,1.036
166,True,848.1999999999999,0.0,1.0,-11.84,-5.294,153.8514409339202,0.942
167,True,99.8,1.0,1.0,-11.386,-6.63,-113.08669805119084,1.026
168,True,413.6,2.0,0.0,-7.901,-4.98,-7.926058454663274,0.843
169,True,161.6,0.0,0.0,-10.026,-10.97,221.31627533416375,0.976
170,True,826.8000000000001,0.0,0.0,-11.384,-1.762,-298.56656169252307,1.049
171,True,657.0999999999999,0.0,0.0,-11.199,-7.718,359.0283728757945,1.162
172,True,523.6999999999999,0.0,1.0,-14.613,-10.288,105.39772630331116,1.141
173,True,244.4,1.0,0.0,-8.332,11.934,65.32532224250711,0.938
174,True,1199.1,0.0,1.0,-14.93,-7.418,57.42556550893366,1.164
175,True,742.8,1.0,1.0,-8.997,4.568,-908.0039833138364,1.167
176,True,443.2,0.0,0.0,-9.63,-6.584,248.7592130846452,0.447
177,False,322.5,1.0,0.0,-8.864,2.966,114.96782099326761,0.923
178,True,831.3,2.0,1.0,-6.62,-13.758,948.1109308287238,1.104
179,True,158.1,2.0,1.0,-9.618,-2.174,-98.59889471972461,1.162
180,True,763.4000000000001,1.0,1.0,-7.137,6.662,-433.5642264158471,1.127
181,True,315.9,1.0,0.0,-13.222,0.244,277.4327562659096,0.644
182,True,561.1,1.0,0.0,-9.992,-1.578,-729.9143493257782,0.638
183,True,1216.0,2.0,0.0,-3.514,-5.278,1874.72362158148,0.797
184,False,300.0,1.0,1.0,-7.095,1.73,161.1682485321155,0.934
185,True,807.9000000000001,1.0,0.0,-13.574,2.444,-1393.7178623043485,0.911
186,True,204.0,1.0,0.0,-9.457,3.42,-12.014582492074094,0.859
187,True,178.79999999999998,2.0,1.0,-10.742,3.49,164.01978979978614,1.079
188,True,440.9,1.0,1.0,-11.408,10.75,270.64182874023896,1.164
189,True,350.4,1.0,0.0,-7.579,8.796,270.63173020841083,0.777
190,True,366.8,1.0,0.0,-8.356,-1.772,319.97752173195374,0.643
191,True,743.4000000000001,0.0,1.0,-13.768,-8.86,-606.9766961619745,0.742
192,True,1350.6999999999998,2.0,1.0,-7.29,-3.634,-351.25081467119264,1.131
193,False,133.6,0.0,1.0,-13.798,-0.086,129.58847288383785,1.08
194,True,445.7,0.0,0.0,-12.888,-3.04,-556.6795635690337,0.798
195,True,23.4,2.0,1.0,-5.202,0.204,-32.17124669441848,0.742
196,True,506.0,1.0,1.0,-11.945,11.072,-2.8921457346755637,1.087
197,True,680.1,1.0,1.0,-7.526,4.458,695.4916098385878,1.164
198,True,480.6,0.0,0.0,-12.469,-12.498,77.25628878509401,0.87
199,True,764.0999999999999,2.0,1.0,-6.506,-8.91,346.56421688966157,1.059
200,True,524.8,0.0,1.0,-15.146,-6.258,-435.6508505179785,1.145
201,True,786.2,1.0,1.0,-9.222,10.386,661.3856289823179,1.155
202,True,283.5,2.0,0.0,-4.906,-13.59,-82.75787122448969,0.654
203,True,23.2,2.0,0.0,-8.914,-3.066,-12.150394590220106,1.017
204,True,433.9,2.0,1.0,-3.332,-5.616,320.97633855456894,1.169
205,True,1271.4,0.0,1.0,-12.48,1.036,2572.2658156872635,0.731
206,True,748.8,2.0,1.0,-6.866,-5.366,160.56415316572097,0.998
207,True,362.9,2.0,1.0,-4.97,-2.896,17.81747187117379,0.997
208,True,1139.2,1.0,1.0,-12.523,-10.266,901.6060763824064,1.182
209,False,529.9,1.0,1.0,-13.574,-0.43,-375.3187829033167,0.829
210,False,347.40000000000003,0.0,1.0,-12.08,-5.516,415.9199523341792,1.183
211,True,538.3,0.0,0.0,-15.509,-0.436,443.4610097414047,1.077
212,True,824.5,2.0,0.0,-8.634,-3.712,200.1823955018617,0.444
213,True,1016.4,2.0,1.0,-9.586,-10.12,750.700906120938,1.148
214,True,516.3000000000001,2.0,0.0,-8.188,-6.448,-407.6675377387341,0.959
215,True,1044.4,1.0,0.0,-8.095,3.62,-389.88561459415155,0.898
216,True,447.1,1.0,0.0,-11.512,-0.284,401.43397503581707,0.903
217,True,611.9,0.0,0.0,-12.562,-13.888,-417.5764175221291,0.742
218,True,983.4,0.0,0.0,-8.911,-14.496,827.9038338536283,0.961
219,False,176.0,0.0,0.0,-12.074,-11.576,-51.96870849235087,0.764
220,True,585.3,2.0,0.0,-4.905,-16.286,232.63948077898033,1.071
221,False,259.9,0.0,1.0,-13.178,2.692,-176.88506581456826,1.161
222,True,692.9000000000001,0.0,0.0,-13.862,-7.776,973.803704669111,0.882
223,True,387.1,1.0,1.0,-10.986,5.82,335.6648097425412,1.181
224,True,1835.1,2.0,1.0,-5.418,-6.198,1778.0164551208682,1.128
225,False,175.39999999999998,2.0,1.0,-8.075,-5.344,-216.97354168150943,1.184
226,True,481.9,2.0,1.0,-7.853,-12.9,-555.7862764399416,1.121
227,True,203.3,0.0,1.0,-10.941,-4.804,247.51624809666467,1.016
228,False,890.8,1.0,1.0,-7.432,4.878,631.8946297550041,1.153
229,True,118.0,1.0,1.0,-10.169,10.434,-117.23983765490924,1.112
230,True,366.6,2.0,0.0,-7.789,-8.382,-99.12479466154194,0.834
231,True,709.5,1.0,0.0,-9.854,6.698,-415.0787883678855,0.999
232,True,1903.4,0.0,1.0,-12.003,-14.478,1430.151124092041,1.071
233,True,766.5999999999999,0.0,0.0,-15.115,-5.32,603.9594082555469,0.94
234,True,280.79999999999995,0.0,1.0,-15.09,-9.756,-170.5190948596787,1.012
235,True,1171.2,2.0,0.0,-8.279,-14.866,-252.2239281250964,1.154
236,True,356.2,0.0,1.0,-14.148,-8.04,430.0584310080481,1.101
237,True,36.4,1.0,1.0,-11.082,10.388,-9.143679097600495,1.001
238,True,1459.1,2.0,1.0,-5.853,-7.588,-1989.7497359076553,1.17
239,True,880.4000000000001,2.0,1.0,-8.186,-7.438,-164.05121297612524,0.663
240,False,277.1,0.0,1.0,-12.59,-9.736,-166.14276328616145,0.954
241,True,880.1999999999999,0.0,0.0,-11.418,-3.318,691.6340811913834,0.758
242,True,151.2,2.0,0.0,-8.788,-5.488,195.1948278422298,0.803
243,True,330.20000000000005,0.0,1.0,-14.313,-14.792,494.550341100868,1.122
244,True,1345.5,2.0,1.0,-8.068,-13.234,1497.7712393840259,0.658
245,True,99.3,0.0,0.0,-14.375,0.532,10.693897988841567,0.779
246,True,126.0,1.0,0.0,-12.117,3.734,-219.15716465396096,0.782
247,True,245.4,0.0,0.0,-14.57,-6.766,-23.658312883925134,0.978
248,True,454.4,0.0,0.0,-12.767,-12.89,-256.437145306302,0.792
249,True,28.0,1.0,0.0,-7.456,14.064,50.154061246027496,0.391
250,True,19.5,1.0,0.0,-8.088,12.392,-52.590072744832426,0.844
251,False,147.6,1.0,0.0,-9.518,-4.512,-164.078342991624,1.0
252,True,677.3000000000001,0.0,1.0,-10.294,-8.316,652.2165475899741,1.141
253,True,439.3,0.0,1.0,-12.416,1.368,376.6572300425607,1.159
254,False,144.8,1.0,0.0,-11.888,7.426,7.2636741417117925,0.681
255,True,537.3,0.0,1.0,-14.024,-14.768,-829.548265374734,0.883
256,True,61.4,0.0,0.0,-11.32,-5.586,-41.173804735688016,0.922
257,True,887.6,2.0,0.0,-6.815,-5.548,-1507.0327808653178,0.958
258,False,206.3,0.0,0.0,-15.885,-3.264,368.7402601581953,0.892
259,True,1005.0,2.0,1.0,-5.592,-11.24,837.3708073275859,1.11
260,True,126.2,0.0,0.0,-11.962,-7.012,84.80142001886107,0.965
261,True,1576.4,2.0,1.0,-6.393,-5.112,2820.52931213343,0.958
262,True,1364.5,1.0,1.0,-11.095,-0.99,-1942.7954451791313,0.845
263,False,415.3,1.0,0.0,-9.9,2.916,-309.5053496692001,1.14
264,True,126.1,2.0,1.0,-6.598,-4.134,-9.315929934719685,0.783
265,True,679.5999999999999,2.0,1.0,-7.011,2.91,-328.39687526443896,0.891
266,True,141.4,1.0,0.0,-9.54,8.948,140.48721090280065,0.97
267,True,1127.3,1.0,1.0,-6.612,-1.23,-98.3666494713636,1.114
268,True,497.9,0.0,0.0,-11.764,-9.946,423.6285592085642,0.94
269,True,1513.7,2.0,1.0,-9.383,-7.318,1257.6107559161221,1.158
270,False,337.70000000000005,1.0,1.0,-8.372,8.168,560.8654856398342,0.876
271,False,97.7,1.0,0.0,-8.326,8.942,39.30367811122993,0.772
272,True,1621.3,1.0,1.0,-9.54,-3.844,4773.223372184826,1.179
273,False,255.6,1.0,1.0,-8.536,9.19,-348.5094237669278,1.058
274,True,806.4,0.0,0.0,-13.253,-10.6,714.2467455953031,0.903
275,False,236.5,2.0,1.0,-4.373,-0.314,97.63286493643523,1.126
276,False,169.20000000000002,1.0,0.0,-10.828,5.83,193.0692653860195,0.532
277,True,102.7,2.0,1.0,-6.988,-6.862,81.35482784696028,1.131
278,True,436.5,0.0,0.0,-14.418,-12.178,-100.87185453888775,0.774
279,False,837.0,2.0,1.0,-9.854,-4.876,-363.7685732273617,1.115
280,True,159.0,1.0,0.0,-10.38,-1.342,-90.12615517822887,1.1
281,False,216.0,0.0,1.0,-17.07,-1.982,-49.14841124938336,1.104
282,True,605.2,2.0,0.0,-7.188,-7.618,-64.21943346734534,1.14
283,True,378.5,1.0,0.0,-9.62,3.132,-342.1063996542905,1.141
284,True,821.7,0.0,1.0,-12.721,-10.06,-604.1479841753843,1.17
285,True,962.3,2.0,1.0,-8.312,-10.048,514.4328097327018,1.167
286,False,417.7000000000001,0.0,0.0,-9.93,-9.294,28.681025943898323,0.816
287,True,1202.3,2.0,1.0,-9.336,-4.776,-134.72138339900596,0.946
288,True,1520.0,0.0,1.0,-9.41,-6.26,2060.489523163144,1.115
289,True,113.1,1.0,0.0,-10.602,3.184,88.41317141566206,1.13
290,True,528.8000000000001,2.0,1.0,-6.133,-2.828,-600.8894789978474,0.896
291,True,849.5999999999999,1.0,0.0,-10.412,3.918,524.273070174464,1.141
292,False,328.9,1.0,0.0,-10.394,3.002,456.7182611378258,1.002
293,True,162.39999999999998,1.0,1.0,-9.297,5.054,-31.00689599465624,1.152
294,True,1161.5,2.0,1.0,-4.902,-9.194,-457.8822408688803,1.13
295,True,507.8,2.0,1.0,-10.044,-6.034,-603.0696827689334,1.123
296,True,56.6,0.0,0.0,-9.872,-6.288,16.12587758762391,0.583
297,False,1040.2,2.0,1.0,-8.134,-0.232,-2266.87433663745,1.188
298,False,263.5,1.0,0.0,-9.648,3.864,28.64986996996719,0.586
299,False,552.0,1.0,1.0,-11.854,3.06,-573.0449640179135,1.177
300,False,339.79999999999995,0.0,0.0,-13.305,-0.812,-354.5578437071754,0.91
301,True,427.5,2.0,1.0,-5.167,-7.502,434.65294706741764,1.15
302,True,1322.2,2.0,0.0,-6.034,-13.82,-155.59364330085702,0.547
303,True,551.9,1.0,0.0,-11.774,9.7,733.9383853472053,1.011
304,True,721.8000000000001,0.0,0.0,-17.6,-11.934,-350.91501485364955,0.853
305,True,729.0999999999999,1.0,0.0,-13.174,5.19,-447.80482647236755,0.898
306,True,1079.2,2.0,1.0,-7.387,-14.96,1123.4504382029475,1.1
307,True,601.7,0.0,1.0,-9.032,-7.964,-675.5093167819387,0.889
308,True,534.5,2.0,0.0,-5.155,-10.894,-465.31459191650396,0.893
309,True,511.2,0.0,1.0,-10.858,-7.518,136.71836428749026,1.189
310,True,759.4,0.0,0.0,-10.464,-13.214,870.4321479295932,0.97
311,True,304.6,2.0,0.0,-8.457,-0.682,-132.13741899045357,1.058
312,True,1559.6,2.0,1.0,-4.81,-4.81,4625.082255378427,1.118
313,True,750.5,2.0,0.0,-3.954,-5.076,-189.34810063253727,0.944
314,True,388.5,2.0,1.0,-5.052,-9.286,54.142929196411856,1.089
315,True,464.8,0.0,1.0,-11.047,-5.052,-578.0112192109232,1.008
316,True,69.7,2.0,0.0,-10.204,-6.276,-67.66363953747441,0.545
317,True,1555.4,2.0,1.0,-5.664,-7.932,591.018555442419,1.164
318,False,344.90000000000003,0.0,1.0,-14.232,-0.646,-468.4242339635813,1.12
319,True,429.7,0.0,0.0,-12.241,-1.58,-385.2026492642839,0.995
320,True,90.6,0.0,1.0,-14.092,0.332,34.55730986825072,1.149
321,True,737.6999999999999,0.0,1.0,-11.67,-6.018,642.4271408739154,0.796
322,True,641.9,1.0,0.0,-10.669,-5.136,6.834465003708832,1.089
323,True,1643.8,2.0,0.0,-7.784,-10.26,3249.715878546662,0.89
324,True,303.9,2.0,1.0,-9.837,-4.792,184.73328796311955,1.126
325,True,32.0,0.0,0.0,-12.695,-3.034,-25.261120649609538,0.754
326,True,971.2,0.0,1.0,-13.561,-4.858,660.7553406267331,1.073
327,True,549.5,2.0,1.0,-10.214,-8.262,-166.32351898922323,1.153
328,True,385.8,0.0,0.0,-12.474,-9.606,-349.5198696730453,1.114
329,True,1596.9,2.0,1.0,-6.784,-7.234,-1361.8725059146166,1.177
330,True,739.5,0.0,0.0,-13.492,-6.218,-660.667223772789,1.093
331,True,399.7,1.0,1.0,-9.172,1.324,81.92727550709634,0.978
332,True,256.5,1.0,0.0,-11.294,11.43,211.074984388401,0.796
333,True,162.2,1.0,0.0,-11.823,4.77,18.856073524082426,0.888
334,True,634.5,0.0,0.0,-10.474,-14.234,77.98388684494293,0.864
335,True,174.8,0.0,0.0,-10.493,-10.24,-88.57675421965278,0.722
336,True,1291.6999999999998,0.0,1.0,-14.14,-10.08,1175.2342373192623,1.145
337,True,724.7,2.0,0.0,-4.066,-3.33,-1372.948010379126,0.885
338,True,965.7,2.0,0.0,-10.094,-4.312,-566.332760119676,0.62
339,True,1323.5,0.0,0.0,-9.692,-4.456,-574.0376080454004,0.785
340,True,225.7,1.0,0.0,-8.522,3.656,513.8796519690086,0.92
341,True,174.1,1.0,1.0,-9.57,6.864,-66.1610107256999,0.987
342,True,514.2,1.0,0.0,-10.373,0.91,-191.64093941015813,0.807
343,True,687.6999999999999,2.0,0.0,-8.154,-1.776,-348.4748297026767,0.857
344,True,932.0,0.0,1.0,-13.017,-10.194,-197.21292311508472,1.122
345,True,1079.4,0.0,1.0,-11.055,-7.586,-37.45802557748678,1.171
346,True,356.2,2.0,0.0,-7.305,-1.392,-345.77782670653966,0.787
347,True,9.4,1.0,0.0,-12.408,4.81,-2.638977949155871,0.857
348,True,254.0,2.0,1.0,-7.002,-5.976,-256.97433574265284,1.178
349,False,316.8,0.0,0.0,-11.748,-7.044,56.69917155050956,1.082
350,True,69.3,1.0,0.0,-10.452,7.782,54.909588585582824,1.026
351,True,179.8,1.0,1.0,-9.532,7.468,118.32449143221831,1.135
352,True,342.9,0.0,1.0,-10.014,-8.538,-98.63560876660986,1.125
353,True,1403.7,1.0,1.0,-8.53,8.794,-1727.5828758711841,1.148
354,True,515.2,2.0,1.0,-9.572,-11.498,530.8408536391345,1.093
355,True,570.9000000000001,1.0,0.0,-8.123,0.598,27.59577199758234,0.699
356,True,285.5,0.0,0.0,-12.492,-13.676,269.4983658623905,0.647
